season,episode_num,title,original_air_date,imdb_rating,total_votes,desc
7,17,The Friendship Turbulence,6 Mar. 2014,7.5,2704,"After arguing with Sheldon, Howard tries to make amends by taking him to NASA headquarters in Houston. Penny has second thoughts about quitting her waitressing job when her car dies. Amy gets involved in trying to find Raj a date."
7,18,The Mommy Observation,13 Mar. 2014,7.5,2773,"When Sheldon visits his mother in Houston, he is forced to confront a new reality. Back in Pasadena, the rest of the gang reluctantly take part in Raj's Murder Mystery party."
7,19,The Indecision Amalgamation,3 Apr. 2014,8.1,3005,"While Raj is wracked with guilt when he tries to date Lucy and Emily at the same time, Penny wrestles with whether to take a role in a cheesy movie and Sheldon is torn trying to choose between two gaming systems."
7,20,The Relationship Diremption,10 Apr. 2014,8.0,2817,"Penny tries to help Sheldon when he reconsiders his ""relationship"" with String Theory. During a dinner with Howard and Bernadette, Raj discovers Howard once embarrassed himself on a date with Emily."
7,21,The Anything Can Happen Recurrence,24 Apr. 2014,7.6,2670,"When Sheldon tries to be spontaneous, it leads to unexpected friction between the girls. Meanwhile, Raj seeks Howard's help in preparing for a date with Emily."
7,22,The Proton Transmogrification,1 May 2014,7.7,2816,"As the gang celebrate Star Wars Day, Sheldon has difficulty dealing with the recent death of Arthur ""Professor Proton"" Jeffries."
7,23,The Gorilla Dissolution,8 May 2014,7.9,2809,Penny gets fired from her movie and takes a serious look at her life. Raj sees Emily on a date with another man at the movies. Howard and Bernadette have to take care of his mother after she breaks her leg.
7,24,The Status Quo Combustion,15 May 2014,8.0,2881,"Sheldon gets upset about his career, the destruction of the comic book store and Leonard and Penny's future living arrangements. Howard and Bernadette struggle to keep hold of a caregiver for Mrs. Wolowitz."
8,1,The Locomotion Interruption,22 Sep. 2014,7.2,3365,"Sheldon's trip comes to an end when he is robbed, Penny interviews for a job at Bernadette's company, and Howard is weirded out by his mother's relationship with Stuart."
8,2,The Junior Professor Solution,22 Sep. 2014,7.6,3118,"Sheldon is forced to teach a class as a Junior Professor. Meanwhile, Amy plays both sides when tension arises between Penny and Bernadette."
8,3,The First Pitch Insufficiency,29 Sep. 2014,7.1,3047,"Howard becomes nervous after NASA asks him to throw out the first pitch at a Los Angeles Angels game. Meanwhile, Leonard and Penny try to prove Sheldon wrong when he says that he and Amy have a 'superior' relationship."
8,4,The Hook-up Reverberation,6 Oct. 2014,7.2,2868,"Raj's honesty about his past comes back to haunt him after Emily takes a dislike to Penny. Meanwhile, the guys consider investing in the comic book store."
8,5,The Focus Attenuation,13 Oct. 2014,7.5,2946,"The girls head to Las Vegas, while the guys try to invent something cool, but only come up with new ways to procrastinate."
8,6,The Expedition Approximation,20 Oct. 2014,7.2,2813,"Sheldon and Raj test whether they could survive a dark-matter research expedition in a salt mine by simulating the conditions in a steam tunnel. Meanwhile, Leonard and Penny seek advice from Howard and Bernadette when they argue about money."
8,7,The Misinterpretation Agitation,30 Oct. 2014,7.7,3095,"The guys befriend one of Penny's clients when he shows up at her apartment. Meanwhile, Bernadette gets upset when Amy torpedoes an article about her for a local magazine."
8,8,The Prom Equivalency,6 Nov. 2014,8.0,3084,"The girls decide to re-enact their high school proms with the guys. While Sheldon feels under pressure to commit to his relationship with Amy, Howard worries about who Stuart will bring as his date."
8,9,The Septum Deviation,13 Nov. 2014,7.5,2739,Sheldon panics when Leonard announces he has to go into the hospital for surgery. Raj discovers his parents have divorced.
8,10,The Champagne Reflection,20 Nov. 2014,7.0,2805,"While Sheldon retires ""Fun With Flags"", Leonard, Howard and Raj look for something significant in a dead professor's research, and Bernadette finds out what her colleagues really think of her."
8,11,The Clean Room Infiltration,11 Dec. 2014,7.4,2715,"Amy hosts a traditional Victorian Christmas Eve dinner as Raj's father comes to visit, while the guys try to shoo out a bird they let into the university clean room."
8,12,The Space Probe Disintegration,8 Jan. 2015,7.2,2620,"Raj worries a probe he designed will not work in outer space, while Leonard and Sheldon go shopping with Penny and Amy."
8,13,The Anxiety Optimization,29 Jan. 2015,7.4,2616,"When Sheldon becomes stuck in a rut with his work, the gang try to help him by raising his stress levels. Howard teases Raj with a game called ""Emily or Cinnamon."""
8,14,The Troll Manifestation,5 Feb. 2015,8.0,2843,"Leonard and Sheldon defend themselves against criticism from an online bully, while the girls confront embarrassing moments from their pasts."
8,15,The Comic Book Store Regeneration,19 Feb. 2015,8.1,2875,"Howard receives some shocking news as everyone prepares for the re-opening of the comic book store. Meanwhile, Penny tries to teach Sheldon how to ""let it go,"" but can't follow her own advice when she learns something infuriating about Amy."
8,16,The Intimacy Acceleration,26 Feb. 2015,7.9,2723,"Sheldon and Penny agree to participate in an unusual experiment. Leonard, Amy, Raj and Emily spend the evening trying to escape a room with a ""zombie"". Howard and Bernadette run into trouble at the airport after returning from Mrs. Wolowitz's funeral."
8,17,The Colonization Application,5 Mar. 2015,7.5,2572,"A trip to the pet store ends in a fight after Amy learns Sheldon has applied for a one-way mission to colonize Mars. Meanwhile, Leonard surprises Penny with a very ""adult"" purchase, and Raj gets into trouble when he snoops around Emily's apartment."
8,18,The Leftover Thermalization,12 Mar. 2015,7.4,2543,"Tension arises when a magazine fails to mention Leonard in an article about the paper he co-wrote with Sheldon, and a blackout at Mrs. Wolowitz's home leads to a final family dinner in her honor."
8,19,The Skywalker Incursion,2 Apr. 2015,7.6,2552,"When Leonard and Sheldon are invited to speak at UC Berkeley, they take a detour to try and meet one of their idols. Meanwhile, while cleaning out Mrs. Wolowitz's house, a ping pong battle ensues when Howard and Bernadette argue over the fate of his TARDIS."
8,20,The Fortification Implementation,9 Apr. 2015,7.5,2534,Howard meets the half-brother he never knew he had. Penny is invited to appear on Wil Wheaton's podcast.
8,21,The Communication Deterioration,16 Apr. 2015,7.1,2482,"When Raj is asked to create a message on the off chance a NASA mission discovers alien life, the guys fight over what he should do, while Penny contemplates returning to acting."
8,22,The Graduation Transmission,23 Apr. 2015,7.3,2525,Howard questions his engineering abilities when he and Sheldon can't get a toy drone to fly. A cancelled flight nearly prevents Leonard from giving the commencement address at his former high school. Raj pits his parents against each other when his father cuts him off financially.
8,23,The Maternal Combustion,30 Apr. 2015,7.5,2575,Personalities collide when Leonard and Sheldon's mothers meet for the first time. Bernadette reaches her limit with Howard and Stuart.
8,24,The Commitment Determination,7 May 2015,7.9,2993,"As Sheldon presses Leonard and Penny to set a wedding date, he encounters major changes in his relationship with Amy. Meanwhile, Raj wonders if he should break up with Emily, and Howard and Bernadette struggle to ask Stuart to move out."
9,1,The Matrimonial Momentum,21 Sep. 2015,6.8,3331,"Penny struggles with Leonard's confession that he kissed another woman as they prepare to get married in Las Vegas. Meanwhile, Sheldon doesn't know what to do after Amy pushes pause on their relationship."
9,2,The Separation Oscillation,28 Sep. 2015,7.4,2795,"Leonard and Penny try to work through their marital issues. Meanwhile, Sheldon films a special episode of ""Fun with Flags"" after his breakup with Amy, and Bernadette feels guilty about withholding a secret from Penny."
9,3,The Bachelor Party Corrosion,5 Oct. 2015,7.7,2843,The guys's skills are put to the test when they get a flat tire on the way to Mexico for Leonard's bachelor party. The girls throw Penny a mini-bachelorette party.
9,4,The 2003 Approximation,12 Oct. 2015,7.4,2670,"An impending change to his living arrangements inspires Sheldon to revert to 2003, before he met Penny and Leonard. Raj and Howard form a band for the comic book store."
9,5,The Perspiration Implementation,19 Oct. 2015,7.4,2590,"Kripke expresses interest in Amy while leading a fencing lesson for the guys. Meanwhile, Stuart seeks help from the girls in getting more women interested in the comic book store."
9,6,The Helium Insufficiency,26 Oct. 2015,7.2,2643,"Leonard and Sheldon go to great lengths to secure the helium they need during a nation-wide shortage. Meanwhile, the rest of the gang try to find Amy a new boyfriend on a dating app."
9,7,The Spock Resonance,5 Nov. 2015,8.0,2724,"While being interviewed for a documentary about Spock from Star Trek (1966), Sheldon struggles to suppress his emotions about his recent break-up from Amy. Meanwhile, Howard and Bernadette butt heads over renovating his mother's house."
9,8,The Mystery Date Observation,12 Nov. 2015,8.0,2729,"Sheldon, Howard and Raj post an ad online to find a new girlfriend for Sheldon. Penny and Bernadette decide to spy when Amy is secretive about who she is dating."
9,9,The Platonic Permutation,19 Nov. 2015,7.8,2668,"On Thanksgiving, Sheldon and Amy try to spend time together as friends and go to an aquarium, Howard reluctantly agrees to volunteer at the soup kitchen with Bernadette, Raj and Emily, and Penny discovers that Leonard knows more about her than she thought."
9,10,The Earworm Reverberation,10 Dec. 2015,8.3,3089,"Sheldon has a revelation when he realizes why a song was stuck in his head. Meanwhile, Amy invites Dave over for dinner despite their previously awkward date, and Howard and Raj become obsessed with a fan of their band."
9,11,The Opening Night Excitation,17 Dec. 2015,9.0,4706,"Leonard, Howard and Raj have to decide who will take their extra Star Wars movie ticket, while Sheldon plans something special for Amy's birthday."
9,12,The Sales Call Sublimation,7 Jan. 2016,7.4,2447,"Penny gets more than she bargained for when Leonard agrees to meet with a psychiatrist on her behalf to make a sale. Meanwhile, Sheldon and Raj collaborate on an astronomical discovery, and Howard and Bernadette's happiness is short-lived after Stuart moves out."
9,13,The Empathy Optimization,14 Jan. 2016,7.4,2466,"After being forced to deal with a sick Sheldon, the rest of the gang try to treat themselves to a Sheldon-free weekend."
9,14,The Meemaw Materialization,4 Feb. 2016,7.5,2490,"Sheldon is thrilled when his Meemaw comes to visit, but his excitement quickly fades when she butts heads with Amy. Meanwhile, Raj meets a girl at the comic book store who makes him question his relationship with Emily."
9,15,The Valentino Submergence,11 Feb. 2016,7.5,2451,"Sheldon and Amy host a Valentine's Day episode of ""Fun with Flags"", Leonard and Penny grapple with getting older, Howard and Bernadette find a surprise in their hot tub and Raj is torn between Emily and Claire."
9,16,The Positive Negative Reaction,18 Feb. 2016,7.4,2543,Bernadette reveals her pregnancy to Howard and the rest of the gang.
9,17,The Celebration Experimentation,25 Feb. 2016,7.5,2564,The gang convinces Sheldon to celebrate his birthday and throw him a party.
9,18,The Application Deterioration,10 Mar. 2016,7.5,2411,"Leonard, Sheldon, and Howard run into problems when they file for a patent for their infinite persistence gyroscope. Meanwhile, the girls give Raj dating advice when Emily reaches out to him after their breakup."
9,19,The Solder Excursion Diversion,31 Mar. 2016,7.4,2333,"Amy is shocked at a revelation from Sheldon after she buys him a new laptop. Meanwhile, Raj sells out Leonard and Howard after they lie to their wives in order to attend an early screening of a movie."
9,20,The Big Bear Precipitation,7 Apr. 2016,7.4,2290,Secrets are revealed when Amy and Sheldon join Penny and Leonard on a weekend cabin trip. Raj is more excited about Howard's and Bernadette's impending parenthood than they are.
9,21,The Viewing Party Combustion,21 Apr. 2016,7.4,2302,"The gang pick sides when a small argument between Leonard and Sheldon erupts into a heated fight during a ""Game of Thrones"" viewing party."
9,22,The Fermentation Bifurcation,28 Apr. 2016,7.4,2241,"Sheldon and Bernadette spend the evening together while the rest of the gang go to a wine tasting party, but things get uncomfortable for Raj when Penny's ex-boyfriend Zack shows up and takes an interest in Claire."
9,23,The Line Substitution Solution,5 May 2016,7.4,2250,"Sheldon hires Stuart to spend the day with Amy when he would rather go to the movies. Meanwhile, Penny struggles to make a connection with Leonard's mother when she comes to visit."
9,24,The Convergence Convergence,12 May 2016,7.8,2571,"Leonard and Penny try to have a wedding ceremony that everyone can attend, but it creates serious conflict among Sheldon's mother and Leonard's divorced parents. Meanwhile, Howard and Raj become convinced the government is out to get them."
10,1,The Conjugal Conjecture,19 Sep. 2016,7.7,3050,"As Leonard and Penny attempt to hold another wedding ceremony everyone can attend, they have to deal with Penny's family arriving and Leonard's father spending the night with Sheldon's mother."
10,2,The Military Miniaturization,26 Sep. 2016,7.3,2452,Howard is visited by an Air Force colonel regarding his invention. Penny accidentally lets it slip about Bernadette's pregnancy to their co-workers.
10,3,The Dependence Transcendence,3 Oct. 2016,7.2,2345,"Bernadette confesses to Raj that she isn't sure if she's ready to be a mother, Penny accompanies Amy to a university mixer, and Sheldon goes to unusual extremes to assist Howard with his military project."
10,4,The Cohabitation Experimentation,10 Oct. 2016,7.9,2594,"When Amy must vacate her apartment for repairs, living arrangements are made with Leonard, Sheldon, and Penny. Howard and Bernadette don't want to know the sex of their baby, but Raj finds out."
10,5,The Hot Tub Contamination,17 Oct. 2016,7.4,2309,"Sheldon and Amy go through a period of adjustment with their new living arrangement. Howard and Bernadette are forced to vacation at home when she falls ill and keep it a secret, unaware Raj and Stuart planned to use their hot tub."
10,6,The Fetal Kick Catalyst,27 Oct. 2016,7.4,2352,"Sheldon and Amy host a brunch. Penny is surprised by her popularity when her movie, ""Serial Ape-Ist"" is featured at a Van Nuys comic book convention. Howard starts to freak out about parenthood after feeling the baby kick for the first time."
10,7,The Veracity Elasticity,3 Nov. 2016,8.0,2503,Amy doesn't tell Sheldon her apartment has been repaired. Leonard finds out Penny is slowly moving all of his collectible toys into storage.
10,8,The Brain Bowl Incubation,10 Nov. 2016,8.1,2598,"A successful gene experimentation leaves Sheldon excited to procreate with Amy, and he pulls out all stops to get her on board. Meanwhile, Raj takes an interest in the cleaning lady at the university."
10,9,The Geology Elevation,17 Nov. 2016,7.4,2261,Sheldon can't contain his jealousy when Bert wins a grant for his geology research. A distasteful toy built by Howard faces judgement from the gang.
10,10,The Property Division Collision,1 Dec. 2016,7.3,2255,Dividing up their possessions becomes an all-out war between Leonard and Sheldon. Stuart asks to live with Howard and Bernadette and tries to supplant Raj's efforts to help with the new baby.
10,11,The Birthday Synchronicity,15 Dec. 2016,7.6,2313,Amy's desire to have an intimate night with Sheldon on her birthday is interrupted by Bernadette going into labor.
10,12,The Holiday Summation,5 Jan. 2017,7.3,2324,"After spending the holidays apart, the gang get together to hear about Sheldon's and Amy's trip to Texas, Leonard's and Penny's Christmas tree adventure, and Howard's and Bernadette's first days as parents."
10,13,The Romance Recalibration,19 Jan. 2017,7.0,2212,Leonard and Penny ask for Sheldon's and Amy's help on putting the romance back in their marriage. Howard and Raj go to extreme lengths to stop the floor in Halley's bedroom from making noise.
10,14,The Emotion Detection Automation,2 Feb. 2017,7.2,2176,Penny wants to help her brother get a job with her company. Sheldon learns of a machine that will help him understand human emotions. Raj reunites some of his old girlfriends to figure out why he is still single.
10,15,The Locomotion Reverberation,9 Feb. 2017,7.3,2149,Leonard and Howard's attempt to keep Sheldon away from their Air Force project by sending him on a train trip backfires. Penny and Amy take Bernadette for her first night out since having the baby.
10,16,The Allowance Evaporation,16 Feb. 2017,7.1,2069,Sheldon and Amy have their first fight since moving in together. Meanwhile Raj is shocked at the reality of financial independence when he stops receiving support from his father.
10,17,The Comic-Con Conundrum,23 Feb. 2017,7.5,2120,The guys' annual trip to Comic Con is in doubt when Raj can't afford to go.
10,18,The Escape Hatch Identification,9 Mar. 2017,7.2,2070,"When the gang offer places for Raj to live, it creates unexpected conflict among everyone."
10,19,The Collaboration Fluctuation,30 Mar. 2017,7.1,2108,"Leonard, Penny and Raj adjust to their new living arrangements; Sheldon expresses an interest in Amy's work."
10,20,The Recollection Dissipation,6 Apr. 2017,7.2,2074,"Sheldon reaches his limit when he works on projects with Leonard, Howard and Amy in one day. Bernadette has doubts about leaving Halley when she goes back to work."
10,21,The Separation Agitation,13 Apr. 2017,7.2,2110,Howard and Bernadette have a hard time leaving Halley in daycare when Bernadette returns to work. Bert introduces the gang to his new girlfriend.
10,22,The Cognition Regeneration,27 Apr. 2017,6.8,2042,"Leonard is less than thrilled when Penny considers accepting a job offer from her ex-boyfriend, Zack. Sheldon worries that he hasn't reached his full potential soon enough."
10,23,The Gyroscopic Collapse,4 May 2017,7.1,2032,"After celebrating the completion of the top-secret Air Force project, Leonard, Sheldon and Howard get an unwelcome surprise; Amy receives an offer for a summer position at Princeton as a visiting researcher."
10,24,The Long Distance Dissonance,11 May 2017,8.6,2940,"The gang become concerned when Sheldon's former admirer, Ramona Nowitzki, resurfaces while Amy is away at Princeton."
11,1,The Proposal Proposal,25 Sep. 2017,7.6,2604,"Amy has trouble deciding whether or not she should marry Sheldon. Meanwhile, Bernadette confides in Penny when she finds out some huge news."
11,2,The Retraction Reaction,2 Oct. 2017,7.2,2294,Leonard angers the University and the Physics Community when he gives an embarrassing radio interview. Bernadette and Amy compare their successes at work.
11,3,The Relaxation Integration,9 Oct. 2017,7.0,2160,"Sheldon and Amy struggle with picking a wedding date. Meanwhile, Stuart and Raj fight over one of Bernadette's co-workers for a date."
11,4,The Explosion Implosion,16 Oct. 2017,7.1,2099,Howard and Bernadette are disappointed when they find out the sex of the baby. Leonard is annoyed when his mother befriends Penny.
11,5,The Collaboration Contamination,23 Oct. 2017,7.3,2115,"Amy and Howard work in the lab together causing Sheldon, Bernadette and Raj to feel jealous and lonely. Penny starts using a parenting book to control Sheldon's behavior."
11,6,The Proton Regeneration,2 Nov. 2017,7.2,2089,"Sheldon and Wil Wheaton both go head-to-head for the role of the new Professor Proton, Meanwhile Penny takes care of Halley when Bernadette and Howard are on bed rest."
11,7,The Geology Methodology,9 Nov. 2017,7.4,2120,"When Bert asks Sheldon to collaborate on a project with him, Sheldon becomes worried about others finding out because he thinks geology is beneath him. Raj seeks advice after reconnecting with Ruchi."
11,8,The Tesla Recoil,16 Nov. 2017,7.1,2026,Howard and Leonard become upset after they discover that Sheldon has been working with the military without telling them; Bernadette asks Raj to investigate her suspicions that Ruchi is attempting to take her job away from her.
11,9,The Bitcoin Entanglement,30 Nov. 2017,7.7,2206,Sheldon tries to teach the other guys a lesson after they cut him out of a potentially valuable Bitcoin investment seven years ago.
11,10,The Confidence Erosion,7 Dec. 2017,7.4,2042,Sheldon and Amy try to eliminate stress from wedding planning by applying math to the process. Raj and Howard come to blows when Raj begins to feel like Howard hurts his confidence.
11,11,The Celebration Reverberation,14 Dec. 2017,7.1,1980,Raj and Howard's feud continues as the gang plan Halley's first birthday party. Sheldon's surprise for Amy's birthday goes awry when they get food poisoning.
11,12,The Matrimonial Metric,4 Jan. 2018,7.5,2029,"Sheldon and Amy pick their best-man and maid of honor by experimenting on the gang. Meanwhile, Leonard's self-confidence is still badly damaged after reading his brother's Christmas letter."
11,13,The Solo Oscillation,11 Jan. 2018,7.2,2016,"Sheldon kicks Amy out of the apartment to work solo, and she and Leonard end up bonding during a series of science experiments; Howard is replaced by Bert in Footprints on the Moon."
11,14,The Separation Triangulation,18 Jan. 2018,7.2,2050,"Raj meets a girl at the Planetarium, but soon after finds out she is married. Sheldon rents out his old room to use for his work."
11,15,The Novelization Correlation,1 Feb. 2018,7.5,2003,"Leonard's book raises questions, and Amy guest stars on the new Professor Proton show."
11,16,The Neonatal Nomenclature,1 Mar. 2018,7.1,1942,"When Bernadette won't go into labor, the gang try different tactics to get things started. Also, Wolowitz confronts Bernadette after Amy accidentally reveals she's already chosen their son's name."
11,17,The Athenaeum Allocation,8 Mar. 2018,6.8,1957,"Leonard jumps through hoops to help secure the perfect wedding venue for Sheldon and Amy. Also, Bernadette and Wolowitz have a hard time deciding who should stay at home with the kids and who should go back to work."
11,18,The Gates Excitation,29 Mar. 2018,7.1,1987,"Leonard, Howard and Raj try to meet Bill Gates, who's meeting with Penny to merge their companies; Sheldon thinks he's the victim of an April Fool's prank."
11,19,The Tenant Disassociation,5 Apr. 2018,7.2,1943,Leonard runs against Sheldon to be president of the tenants association; Wolowitz and Koothrappali find a drone in the backyard.
11,20,The Reclusive Potential,12 Apr. 2018,7.2,1938,Sheldon takes the guys to a cabin in the middle of nowhere to meet a reclusive scientist; Penny and Bernadette improvise Amy's bachelorette party.
11,21,The Comet Polarization,19 Apr. 2018,7.4,1930,Sheldon's comic book store experience changes when writer Neil Gaiman puts Stuart's store on the map; friendships are threatened when Koothrappali takes credit for Penny's astronomical discovery.
11,22,The Monetary Insufficiency,26 Apr. 2018,7.2,1898,"Sheldon goes to Vegas to win money for science. Also, Penny and Bernadette take Amy wedding dress shopping, but her terrible choice entangles them in a web of lies."
11,23,The Sibling Realignment,3 May 2018,7.7,2036,Sheldon and Leonard make a road trip to wrangle a reluctant wedding guest.
11,24,The Bow Tie Asymmetry,10 May 2018,9.0,3543,"When Amy's parents and Sheldon's family arrive, everybody is focused to make sure all wedding arrangements go according to plan - everyone except the bride and groom."
12,1,The Conjugal Configuration,24 Sep. 2018,7.2,2324,"After their wedding, Amy and Sheldon go on their honeymoon."
12,2,The Wedding Gift Wormhole,27 Sep. 2018,7.6,2205,Leonard and Penny give Sheldon and Amy a baffling wedding gift.
12,3,The Procreation Calculation,4 Oct. 2018,7.2,2098,"The Wolowitzes' life gets complicated when Stuart starts bringing his new girlfriend home. Also, Penny and Leonard talk about starting a family while Koothrappali explores an arranged marriage."
12,4,The Tam Turbulence,11 Oct. 2018,7.0,2025,"Sheldon won't tell anyone why he's never mentioned Tam, his childhood best friend, so Leonard takes matters into his own hands. Also, Bernadette and Penny take out Raj's fiancée, Anu, for dinner to get the skinny on her."
12,5,The Planetarium Collision,18 Oct. 2018,6.8,2021,"Amy doesn't have time to work with Sheldon on super asymmetry, so he goes to great lengths to ensure she's available. Koothrappali doesn't want Wolowitz to join him in hosting a show at the planetarium."
12,6,The Imitation Perturbation,25 Oct. 2018,8.2,2490,"When Wolowitz dresses up as Sheldon for Halloween, Sheldon seeks retaliation at Leonard and Penny's Halloween party. Also, Leonard is shocked that Penny doesn't remember their first kiss."
12,7,The Grant Allocation Derivation,1 Nov. 2018,7.3,1997,"Leonard is caught between a rock and a hard place when he's responsible for distributing extra grant money. Also, Bernadette turns the backyard playhouse into a hideaway from her husband and kids."
12,8,The Consummation Deviation,8 Nov. 2018,7.3,2032,"Sheldon tries to bond with Amy's father, but when Wolowitz lures Mr. Fowler away with magic tricks, Sheldon has no choice but to bond with Mrs. Fowler. Also, Koothrappali and Anu try to get physical for the first time."
12,9,The Citation Negation,15 Nov. 2018,7.2,2008,Sheldon and Amy are devastated after learning from a Russian paper that super asymmetry has already been theorized and disproved. Bernadette wants to beat Howard in a popular video game.
12,10,The VCR Illumination,6 Dec. 2018,7.5,2059,A VHS tape from Sheldon's past inspires him and Amy not to give up when they're still feeling down about their theory being disproven. Bernadette turns into a pageant mom when she tries to help Howard with his Magic Castle audition.
12,11,The Paintball Scattering,3 Jan. 2019,7.3,1973,"Penny and Leonard organize a paintball game, which results in mayhem when Sheldon becomes jealous of Amy. Raj catches Anu with her ex-boyfriend. Stuart doesn't want to move in with Denise."
12,12,The Propagation Proposition,10 Jan. 2019,7.1,1929,"Penny's ex-boyfriend Zack learns that he is infertile, so he asks Leonard for help; Koothrappali attempts to mend things with his ex-fiancee Anu."
12,13,The Confirmation Polarization,17 Jan. 2019,7.1,1941,"Sheldon and Amy are thrilled when their super asymmetry theory is proven by two physicists, until they try to kick Amy off the Nobel nomination. Bernadette gets one of her drugs approved and wants a reluctant Penny to head the sales team."
12,14,The Meteorite Manifestation,31 Jan. 2019,7.1,1932,Sheldon is thrilled to help Bernadette and Howard navigate bureaucracy concerning a neighbor's non-compliant balcony until he learns they too have ignored codes. Leonard is disappointed when his friends are uninterested in his new laser.
12,15,The Donation Oscillation,7 Feb. 2019,7.4,1994,"Penny tries to throw a wrench into Leonard's plan to be a sperm donor for her ex-boyfriend; Wolowitz, Bernadette, Anu and Koothrappali turn Koothrappali's canceled bachelor party into a couple's trip aboard the ""vomit comet."""
12,16,The D & D Vortex,21 Feb. 2019,7.9,2203,"The gang finds out Wil Wheaton hosts a celebrity Dungeons and Dragons game involving William Shatner, Joe Manganiello, Kareem Abdul-Jabbar and Kevin Smith. Deception and betrayal are the path to make it to the one open seat."
12,17,The Conference Valuation,7 Mar. 2019,7.1,1922,"Bernadette and Penny travel to San Diego for a pharmaceutical sales convention. Back home, Amy and the guys experiment on the Wolowitz children when Sheldon finds a book on it."
12,18,The Laureate Accumulation,4 Apr. 2019,7.1,1895,"Rivals Pemberton and Campbell charm America on a publicity tour so Sheldon and Amy try to win over Nobel laureates Kip Thorne, George Smoot and Frances Arnold. Halley's fear of the dark causes opportunity and conflict at the Wolowitz home."
12,19,The Inspiration Deprivation,18 Apr. 2019,7.0,1903,Contemplating what it would mean to all women if she were to win a Nobel Prize causes Amy to have a meltdown. Koothrappali and Wolowitz try to relive the good old days after Wolowitz buys a scooter that looks like the one he had years ago.
12,20,The Decision Reverberation,25 Apr. 2019,7.1,1888,Koothrappali is worried people won't take him seriously in his own field after publishing a paper that suggests he may have discovered alien life. Leonard wants to be the principal investigator on a plasma physics study.
12,21,The Plagiarism Schism,2 May 2019,7.2,1936,"Kripke has proof that Dr. Pemberton plagiarized his thesis in college, and Sheldon and Amy aren't sure if they should turn him in. Wolowitz learns that Bernadette wasn't the only waitress at the Cheesecake Factory who had a crush on him."
12,22,The Maternal Conclusion,9 May 2019,7.9,2411,"Leonard is pleasantly surprised when Beverly comes to visit and she's genuinely kind to him, until he finds out the real reason she's there. Also, Denise and Stuart overstay their welcome at the Wolowitz house."
12,23,The Change Constant,16 May 2019,9.0,4352,Sheldon and Amy await big news.
12,24,The Stockholm Syndrome,16 May 2019,9.5,8791,"Bernadette and Wolowitz leave their kids for the first time; Penny and Leonard try to keep a secret; Sheldon and Amy stick together; and Koothrappali makes a new friend, as the gang travels together into an uncharted future."
